Make,Type,Year,Origin,Options,Gear_Type,Mileage,Region,Price
Chevrolet,Traverse,2011,Saudi,Standard,Automatic,138000,Al-Ahsa,24000
Hyundai,Accent,2016,Saudi,Standard,Automatic,214000,Riyadh,23500
Chevrolet,Caprice,2011,Gulf Arabic,Standard,Automatic,450000,Riyadh,0
Chevrolet,Tahoe,2011,Saudi,Standard,Automatic,250000,Al-Ahsa,40000
Ford,Edge,2011,Saudi,Full,Automatic,70000,Jeddah,60000
Mitsubishi,Pajero,2015,Saudi,Standard,Automatic,98000,Qassim,60000
Dodge,Charger,2006,Other,Standard,Automatic,280000,Al-Ahsa,0
Toyota,Prado,2017,Saudi,Semi Full,Automatic,223000,Hafar Al-Batin,0
Hyundai,Sonata,2017,Saudi,Full,Automatic,267,Jazan,0
Kia,Cerato,2014,Saudi,Semi Full,Automatic,223,Tabouk,24000
Ford,Expedition,2014,Saudi,Standard,Automatic,332500,Riyadh,0
Ford,Taurus,2013,Other,Semi Full,Automatic,250,Makkah,0
Nissan,Altima,2013,Saudi,Semi Full,Automatic,134000,Jeddah,35000
Chevrolet,Traverse,2018,Saudi,Standard,Automatic,280,Riyadh,0
GMC,Sierra,2016,Saudi,Full,Automatic,144000,Aseer,95000
Toyota,Land Cruiser,2020,Gulf Arabic,Full,Automatic,19800,Dammam,265000
Honda,Accord,2018,Saudi,Semi Full,Automatic,105000,Jeddah,0
Toyota,Camry,2011,Gulf Arabic,Semi Full,Automatic,349000,Al-Jouf,0
Toyota,Furniture,2008,Saudi,Semi Full,Automatic,210000,Riyadh,0
Ford,Taurus,2010,Other,Semi Full,Automatic,380,Al-Baha,28000
Lexus,ES,2009,Saudi,Semi Full,Automatic,417970,Riyadh,0
Chevrolet,Caprice,2013,Other,Standard,Automatic,280000,Makkah,44000
Jaguar,XF,2009,Saudi,Semi Full,Automatic,50000,Riyadh,35000
Toyota,Land Cruiser Pickup,2016,Saudi,Semi Full,Manual,243000,Riyadh,95000
Nissan,Armada,2007,Saudi,Full,Automatic,250000,Hafar Al-Batin,0
Honda,Accord,2005,Gulf Arabic,Full,Automatic,250000,Jeddah,17000
BMW,X,2009,Saudi,Full,Automatic,180000,Jeddah,35000
MINI,Copper,2016,Gulf Arabic,Semi Full,Automatic,75000,Jeddah,80000
Nissan,Datsun,2015,Saudi,Standard,Manual,77000,Jeddah,45000
Hyundai,Sonata,2016,Other,Semi Full,Automatic,152000,Qassim,52000
Chevrolet,Caprice,2014,Saudi,Standard,Automatic,195,Riyadh,0
Ford,Taurus,2019,Saudi,Standard,Automatic,48000,Dammam,80000
Toyota,Land Cruiser Pickup,2006,Saudi,Standard,Manual,406000,Dammam,55000
Toyota,Hilux,2002,Saudi,Full,Manual,100,Sabya,0
Honda,Accord,2017,Gulf Arabic,Full,Automatic,30000,Riyadh,0
Toyota,Rav4,2011,Saudi,Semi Full,Automatic,400000,Jeddah,35000
Lexus,LS,2002,Saudi,Full,Automatic,500,Riyadh,26000
Chrysler,C300,2012,Other,Full,Automatic,143000,Dammam,51000
GMC,Yukon,2009,Saudi,Full,Automatic,309000,Riyadh,0
Kia,Carens,2015,Saudi,Semi Full,Automatic,37000,Jeddah,33000
GMC,Sierra,2015,Saudi,Full,Automatic,76000,Dammam,100000
Toyota,Camry,2013,Saudi,Full,Manual,633386,Aseer,37000
Toyota,Prado,2009,Other,Full,Manual,300000,Jeddah,50000
Cadillac,CT4,2020,Saudi,Semi Full,Automatic,5800,Jeddah,155000
Nissan,Datsun,1989,Saudi,Standard,Manual,249,Riyadh,11000
Toyota,Hilux,2016,Saudi,Semi Full,Manual,23600,Abha,0
Ford,Taurus,2013,Saudi,Standard,Automatic,298,Makkah,38000
Chevrolet,Tahoe,2012,Saudi,Semi Full,Automatic,327000,Riyadh,45000
Chrysler,New Yorker,1978,Other,Full,Automatic,52000,Riyadh,0
Hyundai,Accent,2018,Saudi,Full,Automatic,20000,Al-Ahsa,37000
Hyundai,H1,2013,Gulf Arabic,Semi Full,Automatic,246,Tabouk,31000
Ford,Ranger,2011,Other,Standard,Manual,150000,Riyadh,20000
Toyota,Innova,2013,Saudi,Standard,Manual,3640000,Riyadh,30000
Toyota,Camry,2007,Saudi,Standard,Automatic,100000,Arar,22000
GMC,Yukon,2014,Saudi,Full,Automatic,80000,Riyadh,120000
Lexus,LS,2003,Saudi,Semi Full,Automatic,470000,Hail,0
GMC,Terrain,2016,Saudi,Standard,Automatic,151000,Jazan,45000
Toyota,Corolla,2011,Saudi,Semi Full,Manual,490,Al-Medina,18000
GMC,Yukon,2008,Gulf Arabic,Semi Full,Automatic,320000,Tabouk,0
Kia,Cadenza,2017,Saudi,Standard,Automatic,106240,Riyadh,0
Peugeot,301,2014,Saudi,Standard,Automatic,159,Tabouk,12000
Kia,Sportage,2020,Saudi,Semi Full,Automatic,7600,Jeddah,2656
Toyota,Innova,2017,Saudi,Full,Automatic,37000,Dammam,0
Mercedes,S,2017,Saudi,Full,Automatic,36000,Riyadh,310000
Toyota,Corolla,2018,Saudi,Standard,Automatic,28000,Riyadh,54000
Toyota,Furniture,2019,Saudi,Full,Automatic,135000,Riyadh,115005
Toyota,Rav4,2018,Other,Full,Automatic,61000,Riyadh,83000
Toyota,Rav4,2017,Gulf Arabic,Full,Automatic,93000,Riyadh,83000
Mazda,CX3,2018,Saudi,Standard,Automatic,39000,Riyadh,58000
Hyundai,Accent,2018,Saudi,Standard,Automatic,128000,Riyadh,35000
GMC,Yukon,2005,Saudi,Standard,Automatic,409000,Riyadh,20000
Toyota,Avalon,2015,Saudi,Standard,Automatic,78000,Riyadh,0
Toyota,Hilux,2020,Gulf Arabic,Full,Manual,53000,Riyadh,103000
Chevrolet,Lumina,2006,Other,Standard,Automatic,470000,Riyadh,3000
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,270,Riyadh,0
Kia,Optima,2014,Saudi,Full,Automatic,2002500,Riyadh,42000
Toyota,Corolla,2017,Saudi,Standard,Automatic,110,Aseer,46000
Lexus,LX,2015,Saudi,Full,Automatic,109900,Riyadh,0
Hyundai,Accent,2018,Saudi,Standard,Automatic,96000,Dammam,36000
Nissan,Sunny,2013,Other,Standard,Automatic,175097,Riyadh,0
Chevrolet,Suburban,1999,Saudi,Standard,Automatic,2500,Hail,6500
Isuzu,D-MAX,2020,Saudi,Full,Automatic,40000,Riyadh,120500
Hyundai,Tucson,2017,Saudi,Semi Full,Automatic,152,Dammam,62000
Toyota,Hilux,2015,Saudi,Full,Manual,303149,Hail,0
Toyota,Land Cruiser,2020,Saudi,Full,Automatic,47600,Riyadh,0
Hyundai,Azera,2020,Other,Semi Full,Automatic,37000,Tabouk,1846
Toyota,Corolla,2018,Saudi,Standard,Automatic,221000,Jubail,1300
Chevrolet,Suburban,2000,Saudi,Semi Full,Automatic,50000,Qurayyat,0
Nissan,Patrol,2020,Saudi,Full,Automatic,89000,Riyadh,210000
Chevrolet,Suburban,2016,Saudi,Semi Full,Automatic,90000,Al-Medina,0
Mitsubishi,Pajero,2017,Saudi,Full,Automatic,136000,Dammam,67000
Toyota,Yaris,2015,Saudi,Semi Full,Automatic,150000,Riyadh,0
GMC,Sierra,2015,Saudi,Full,Automatic,272,Tabouk,70000
Fiat,500,2020,Saudi,Full,Automatic,11500,Riyadh,85000
Toyota,Land Cruiser,2018,Saudi,Full,Automatic,92000,Taef,0
Toyota,Yaris,2016,Saudi,Standard,Manual,134000,Jubail,23000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,73000,Dammam,79000
GMC,Sierra,2020,Saudi,Semi Full,Automatic,18000,Dammam,152000
Lexus,LS,2007,Saudi,Full,Automatic,353000,Aseer,0
GMC,Yukon,2012,Saudi,Full,Automatic,270,Qassim,39000
Toyota,Hiace,2010,Saudi,Standard,Manual,300,Al-Ahsa,0
Toyota,Land Cruiser,2013,Gulf Arabic,Full,Automatic,200000,Dammam,0
Chevrolet,Kaptiva,2021,Saudi,Standard,Automatic,18750,Al-Ahsa,0
Chevrolet,Suburban,2017,Saudi,Full,Automatic,184000,Dammam,137000
Ford,Taurus,2017,Other,Semi Full,Automatic,142311,Dammam,75000
Toyota,Innova,2016,Saudi,Full,Automatic,101000,Dammam,72000
Toyota,Rav4,2018,Saudi,Standard,Automatic,134000,Dammam,66000
Toyota,Camry,2017,Saudi,Semi Full,Automatic,125000,Dammam,53000
Ford,Taurus,2015,Saudi,Semi Full,Automatic,285000,Dammam,52000
BMW,The 7,2009,Saudi,Full,Automatic,285000,Dammam,46000
Land Rover,Range Rover,2008,Saudi,Full,Automatic,329000,Dammam,32000
Nissan,VTC,2000,Saudi,Semi Full,Manual,490000,Dammam,30000
Mercedes,CLS,2007,Saudi,Full,Automatic,340000,Dammam,21000
Audi,A8,2007,Saudi,Full,Automatic,180000,Dammam,19000
Lincoln,MKX,2007,Saudi,Full,Automatic,340000,Dammam,0
Toyota,Prado,2016,Saudi,Semi Full,Automatic,201000,Riyadh,107000
Ford,Marquis,2006,Other,Full,Automatic,200000,Hafar Al-Batin,0
Toyota,Land Cruiser,2021,Saudi,Full,Automatic,8000,Dammam,295000
Toyota,Land Cruiser,2019,Saudi,Full,Automatic,38000,Dammam,255000
Lexus,LS,2015,Saudi,Full,Automatic,132000,Dammam,165000
GMC,Sierra,2018,Saudi,Standard,Automatic,152000,Dammam,124000
Chevrolet,Tahoe,2016,Saudi,Standard,Automatic,223000,Dammam,110000
Mitsubishi,Pajero,2017,Saudi,Full,Automatic,111000,Dammam,68000
Honda,Odyssey,2015,Saudi,Standard,Automatic,153000,Dammam,60000
Nissan,Pathfinder,2007,Saudi,Full,Automatic,200000,Riyadh,0
Mercedes,C,2020,Saudi,Full,Automatic,10000,Jeddah,190000
Toyota,Land Cruiser,1999,Other,Semi Full,Manual,175000,Riyadh,57000
Audi,A4,2013,Gulf Arabic,Full,Automatic,250000,Riyadh,45000
Ford,Expedition,2013,Saudi,Standard,Automatic,78000,Dammam,64000
Toyota,Camry,2017,Saudi,Full,Automatic,13400,Riyadh,65000
Audi,A6,2013,Saudi,Semi Full,Automatic,75000,Riyadh,70000
Kia,Optima,2015,Other,Semi Full,Automatic,950000,Al-Medina,0
Hyundai,Sonata,2006,Other,Standard,Manual,250,Riyadh,0
Jeep,Cherokee,1998,Saudi,Standard,Automatic,270000,Yanbu,16000
Chevrolet,Tahoe,2012,Saudi,Full,Automatic,281,Riyadh,65000
Lexus,LX,2020,Gulf Arabic,Full,Automatic,13000,Riyadh,420000
Rolls-Royce,Ghost,2013,Gulf Arabic,Full,Automatic,24000,Riyadh,700000
Mercedes,POS24,1982,Other,Standard,Manual,1000,Taef,0
Toyota,Hilux,2014,Gulf Arabic,Full,Manual,237000,Jubail,0
Toyota,Prado,2019,Gulf Arabic,Full,Automatic,19054,Riyadh,162500
Porsche,Cayenne S,2013,Saudi,Full,Automatic,219000,Riyadh,100000
Hyundai,Accent,2017,Saudi,Standard,Automatic,108000,Riyadh,29000
Ford,Taurus,2018,Saudi,Standard,Automatic,71000,Riyadh,65000
Toyota,Camry,2016,Saudi,Standard,Automatic,79000,Riyadh,0
Kia,Rio,2019,Saudi,Standard,Automatic,51000,Riyadh,31000
Hyundai,Accent,2017,Saudi,Standard,Automatic,80000,Riyadh,0
Hyundai,Accent,2017,Saudi,Standard,Automatic,65000,Riyadh,30000
Honda,Accord,2010,Saudi,Full,Automatic,300000,Riyadh,32000
Toyota,Ciocca,2014,Saudi,Semi Full,Automatic,28000,Qassim,75000
Ford,Explorer,2010,Saudi,Full,Automatic,200,Hafar Al-Batin,0
GMC,Sierra,2016,Saudi,Semi Full,Automatic,99000,Al-Ahsa,0
Toyota,Land Cruiser Pickup,2015,Saudi,Semi Full,Manual,260000,Jubail,60000
Toyota,Camry,2004,Saudi,Semi Full,Manual,507,Najran,0
Toyota,Land Cruiser,2013,Gulf Arabic,Semi Full,Automatic,240000,Riyadh,105000
Chevrolet,Tahoe,2008,Other,Full,Automatic,265000,Riyadh,33000
GMC,Yukon,2015,Saudi,Full,Automatic,216000,Besha,98000
Mercedes,S,1980,Other,Standard,Automatic,160000,Riyadh,40000
Ford,Victoria,2011,Saudi,Standard,Automatic,270,Dammam,35000
Hyundai,Elantra,2018,Saudi,Full,Automatic,97588,Jeddah,55000
Mazda,6,2016,Saudi,Full,Automatic,117000,Hafar Al-Batin,72000
Ford,Taurus,2018,Saudi,Standard,Automatic,180,Riyadh,0
Chevrolet,Tahoe,2017,Saudi,Semi Full,Automatic,220,Arar,118000
Nissan,Patrol,2020,Saudi,Full,Automatic,89000,Riyadh,210000
Ford,Victoria,1999,Other,Semi Full,Automatic,391047,Aseer,0
Mercedes,S,2012,Gulf Arabic,Full,Automatic,85000,Al-Medina,110000
Dodge,Charger,2012,Saudi,Full,Automatic,167000,Al-Medina,85000
Toyota,Furniture,2018,Saudi,Semi Full,Automatic,224000,Dammam,85000
Hyundai,Accent,2017,Saudi,Semi Full,Automatic,174000,Jeddah,24000
Chrysler,C300,2019,Saudi,Full,Automatic,45000,Riyadh,145000
Mazda,6,2019,Saudi,Full,Automatic,81000,Jeddah,90000
Nissan,Sunny,2014,Saudi,Standard,Automatic,176000,Makkah,0
Toyota,Land Cruiser,2019,Saudi,Full,Automatic,134000,Al-Ahsa,170000
Toyota,Camry,2019,Saudi,Standard,Automatic,55000,Makkah,80000
Toyota,Furniture,2018,Saudi,Full,Automatic,120000,Hafar Al-Batin,0
Changan,CS95,2020,Saudi,Full,Automatic,32000,Jazan,0
BMW,The 7,2016,Saudi,Full,Automatic,161,Khobar,160000
Hyundai,Elantra,2014,Saudi,Full,Automatic,290000,Riyadh,33500
Kia,Cores,2005,Saudi,Standard,Manual,400,Makkah,10000
Ford,Taurus,2016,Saudi,Semi Full,Automatic,66000,Riyadh,77000
BMW,The 5,2011,Saudi,Semi Full,Automatic,276000,Riyadh,65000
Toyota,Yaris,2016,Saudi,Semi Full,Automatic,155000,Jeddah,32000
Chevrolet,Caprice,2013,Other,Semi Full,Automatic,193000,Dammam,44000
Jeep,Wrangler,2019,Saudi,Full,Automatic,16000,Riyadh,181000
Toyota,Camry,2016,Saudi,Standard,Automatic,111417,Yanbu,0
Jeep,Grand Cherokee,2015,Saudi,Full,Automatic,146000,Riyadh,95000
Toyota,Yaris,2017,Saudi,Standard,Automatic,12500,Tabouk,32000
GMC,Terrain,2015,Saudi,Semi Full,Automatic,125000,Riyadh,38000
Kia,Optima,2009,Other,Semi Full,Automatic,183,Hafar Al-Batin,0
Toyota,Furniture,2018,Saudi,Semi Full,Automatic,145,Riyadh,0
Changan,CS95,2019,Saudi,Full,Automatic,106000,Jeddah,70000
Chevrolet,Tahoe,2013,Saudi,Standard,Automatic,344,Taef,0
Lexus,LX,2009,Gulf Arabic,Full,Automatic,422,Riyadh,0
Lexus,ES,2013,Saudi,Full,Automatic,263000,Dammam,66000
Chrysler,C300,2012,Saudi,Full,Automatic,72000,Riyadh,0
GMC,Yukon,2013,Saudi,Semi Full,Automatic,165000,Riyadh,0
Genesis,Prestige,2014,Saudi,Full,Automatic,141000,Riyadh,0
Chevrolet,Caprice,2010,Saudi,Full,Automatic,186000,Riyadh,0
Hyundai,Elantra,2017,Other,Standard,Automatic,86000,Dammam,47000
Toyota,Hilux,2017,Saudi,Semi Full,Manual,121000,Dammam,75000
Nissan,Patrol,2017,Saudi,Standard,Automatic,198000,Dammam,114000
Toyota,Furniture,2020,Saudi,Semi Full,Automatic,3000,Dammam,135000
Toyota,Avalon,2019,Saudi,Standard,Automatic,43418,Riyadh,115000
Ford,Taurus,2015,Saudi,Standard,Automatic,130243,Riyadh,58000
Toyota,Camry,2017,Saudi,Full,Automatic,128336,Riyadh,0
Ford,Echo Sport,2015,Saudi,Standard,Automatic,101600,Riyadh,28000
Jeep,Cherokee,1992,Saudi,Standard,Manual,300000,Al-Ahsa,16000
Hyundai,Sonata,2018,Saudi,Standard,Automatic,71629,Riyadh,50000
Jeep,Liberty,2012,Other,Semi Full,Automatic,200000,Jeddah,0
Nissan,Datsun,2015,Saudi,Standard,Manual,142000,Makkah,39000
Toyota,Hilux,2019,Saudi,Full,Manual,55000,Riyadh,0
Geely,GC7,2015,Saudi,Full,Automatic,140000,Taef,15000
Hyundai,Sonata,2019,Saudi,Semi Full,Automatic,92000,Dammam,84000
BMW,X,2009,Saudi,Full,Automatic,404000,Dammam,0
Audi,A8,2011,Gulf Arabic,Full,Automatic,199,Riyadh,0
Isuzu,D-MAX,2014,Saudi,Semi Full,Manual,177,Aseer,0
Nissan,Sunny,2018,Gulf Arabic,Semi Full,Automatic,106,Jeddah,23000
Ford,Focus,2011,Unknown,Standard,Automatic,181000,Jeddah,10000
Mercedes,S,2006,Unknown,Full,Automatic,347000,Riyadh,0
Toyota,Hilux,2016,Unknown,Full,Manual,342125,Dammam,0
Toyota,Land Cruiser Pickup,1997,Unknown,Full,Manual,300000,Riyadh,0
Toyota,Furniture,2017,Unknown,Semi Full,Automatic,70000,Al-Ahsa,75000
GMC,Yukon,2011,Saudi,Semi Full,Automatic,223,Hail,40000
Chevrolet,Silverado,2010,Saudi,Standard,Automatic,303545,Najran,0
Mitsubishi,Pajero,2017,Gulf Arabic,Full,Automatic,80000,Qassim,89500
Toyota,Land Cruiser,2012,Saudi,Full,Automatic,228000,Qassim,112000
Hyundai,Elantra,2016,Other,Full,Automatic,309000,Besha,0
Hyundai,Senta fe,2016,Saudi,Semi Full,Automatic,255000,Aseer,51000
Genesis,G330,2017,Other,Semi Full,Automatic,68000,Qurayyat,70000
GMC,Yukon,2008,Gulf Arabic,Semi Full,Automatic,395000,Najran,0
Toyota,FJ,2015,Saudi,Semi Full,Automatic,110000,Dammam,115000
Mitsubishi,Pajero,2015,Other,Semi Full,Automatic,153000,Al-Ahsa,0
Toyota,Camry,2009,Saudi,Semi Full,Automatic,600000,Al-Medina,23000
Dodge,Charger,2017,Saudi,Full,Automatic,166,Riyadh,0
Toyota,Yaris,2020,Saudi,Semi Full,Automatic,13000,Jeddah,37000
Toyota,Hilux,2010,Saudi,Standard,Manual,200000,Jeddah,0
Toyota,Hilux,2014,Saudi,Full,Manual,98000,Najran,70000
Mercedes,GL,2015,Saudi,Full,Automatic,32000,Makkah,183000
GMC,Acadia,2008,Other,Semi Full,Automatic,27000,Makkah,0
Mazda,CX9,2015,Saudi,Full,Automatic,234000,Taef,57000
Toyota,Land Cruiser 70,2019,Saudi,Full,Manual,26000,Aseer,130000
Kia,Rio,2016,Saudi,Standard,Automatic,109000,Riyadh,0
Toyota,Furniture,2015,Saudi,Standard,Automatic,322000,Riyadh,0
Nissan,Datsun,2015,Saudi,Full,Manual,82000,Makkah,0
Ford,Taurus,2016,Saudi,Semi Full,Automatic,248000,Dammam,0
Toyota,Hilux,2020,Saudi,Full,Manual,89000,Riyadh,0
Kia,Rio,2016,Saudi,Standard,Automatic,130000,Riyadh,0
Lexus,ES,2020,Saudi,Full,Automatic,29000,Jeddah,230000
Toyota,Prado,2016,Saudi,Standard,Automatic,74000,Jeddah,120000
Toyota,Camry,2010,Saudi,Full,Manual,390000,Dammam,20000
Toyota,Land Cruiser,2003,Saudi,Full,Automatic,560000,Al-Ahsa,0
Toyota,Prado,2015,Saudi,Semi Full,Automatic,70000,Tabouk,110000
Toyota,Corolla,2014,Other,Semi Full,Automatic,212,Makkah,0
Hyundai,Tucson,2018,Other,Semi Full,Automatic,100000,Jeddah,60000
Hyundai,Sonata,2014,Saudi,Semi Full,Automatic,300,Aseer,0
Chevrolet,Tahoe,2019,Saudi,Full,Automatic,62000,Jeddah,195000
Chevrolet,Suburban,2001,Saudi,Full,Automatic,400000,Taef,0
BMW,The M,2020,Saudi,Full,Automatic,13000,Riyadh,385000
Ford,Expedition,2016,Saudi,Semi Full,Automatic,160000,Riyadh,85000
Toyota,Hilux,2016,Saudi,Semi Full,Manual,135637,Qassim,0
Toyota,Land Cruiser 70,2012,Saudi,Semi Full,Manual,280,Tabouk,0
Land Rover,Range Rover,2007,Saudi,Full,Automatic,148,Riyadh,38000
Chevrolet,Tahoe,2015,Saudi,Full,Automatic,26000,Jubail,0
Renault,Duster,2019,Saudi,Full,Automatic,27000,Dammam,54000
Ford,Explorer,2009,Other,Semi Full,Automatic,430,Jeddah,20000
Nissan,Altima,2017,Saudi,Standard,Automatic,77000,Riyadh,0
Dodge,Charger,2020,Saudi,Standard,Automatic,11000,Riyadh,100000
Mazda,CX9,2016,Gulf Arabic,Full,Automatic,130000,Qassim,0
Kia,Rio,2014,Other,Standard,Automatic,196,Al-Ahsa,18000
Toyota,FJ,2020,Gulf Arabic,Full,Automatic,15000,Riyadh,0
Toyota,Camry,2001,Saudi,Full,Manual,350000,Jeddah,25000
GMC,Suburban,2003,Saudi,Standard,Automatic,472000,Riyadh,0
Toyota,Hilux,2009,Saudi,Full,Manual,465,Aseer,0
Dodge,Charger,2016,Other,Full,Automatic,140,Al-Medina,65000
Toyota,Furniture,2015,Gulf Arabic,Standard,Automatic,243000,Riyadh,50000
Kia,Cores,2015,Saudi,Full,Automatic,130,Dammam,0
Hyundai,Sonata,2017,Saudi,Semi Full,Automatic,224000,Riyadh,0
Toyota,Hilux,2016,Gulf Arabic,Full,Manual,164000,Al-Jouf,0
Cadillac,Escalade,2010,Other,Full,Automatic,194000,Al-Medina,37000
Chevrolet,Lumina,2008,Saudi,Standard,Automatic,295000,Al-Ahsa,0
Hyundai,H1,2019,Saudi,Standard,Automatic,76000,Dammam,65000
Hummer,H3,2008,Other,Full,Automatic,340000,Riyadh,21000
Toyota,Furniture,2016,Gulf Arabic,Full,Automatic,185000,Riyadh,73000
Toyota,Land Cruiser,2014,Saudi,Semi Full,Automatic,346000,Taef,130000
Ford,Marquis,2011,Gulf Arabic,Full,Automatic,360,Dammam,0
Chevrolet,Tahoe,2016,Saudi,Standard,Automatic,145000,Abha,0
Ford,Expedition,2012,Saudi,Standard,Automatic,86000,Riyadh,53000
Geely,GS,2016,Saudi,Full,Automatic,163000,Abha,0
Lexus,ES,2018,Saudi,Full,Automatic,91000,Riyadh,130000
Kia,Picanto,2017,Saudi,Standard,Automatic,158000,Al-Medina,22500
Renault,Dokker,2019,Saudi,Standard,Manual,90000,Riyadh,0
Toyota,Prado,2014,Saudi,Full,Automatic,121000,Jeddah,109000
Ford,Marquis,2007,Other,Full,Automatic,300,Jeddah,0
Dodge,Durango,2013,Saudi,Standard,Automatic,115458,Jeddah,50000
Hyundai,Elantra,2020,Saudi,Standard,Automatic,15000,Jeddah,0
Toyota,Hilux,2012,Saudi,Full,Manual,335200,Sakaka,50000
Mercedes,C,2015,Saudi,Semi Full,Automatic,99000,Jeddah,91500
Chrysler,C300,2013,Saudi,Full,Automatic,216000,Riyadh,0
Hyundai,Elantra,2013,Saudi,Full,Automatic,189000,Aseer,23000
Toyota,Innova,2015,Gulf Arabic,Full,Automatic,14000,Dammam,43000
Renault,Fluence,2015,Gulf Arabic,Full,Automatic,8600,Qassim,0
Dodge,Durango,2013,Saudi,Semi Full,Automatic,487100,Yanbu,35000
Toyota,Land Cruiser,2015,Saudi,Full,Automatic,99000,Dammam,165000
Honda,CRV,2014,Saudi,Semi Full,Automatic,160000,Makkah,50000
Dodge,Charger,2015,Saudi,Standard,Automatic,54300,Riyadh,63000
Toyota,Previa,2007,Other,Standard,Automatic,458,Riyadh,0
Genesis,G80,2013,Saudi,Full,Automatic,124,Jeddah,55000
Toyota,Hilux,2017,Saudi,Semi Full,Manual,210000,Hail,64000
Nissan,Patrol,1992,Other,Full,Manual,650000,Riyadh,0
Lexus,LS,2008,Saudi,Full,Automatic,280,Riyadh,0
Toyota,Land Cruiser,2016,Saudi,Semi Full,Automatic,120000,Riyadh,205000
Hyundai,Sonata,2016,Saudi,Semi Full,Automatic,305000,Riyadh,45000
Hyundai,Sonata,2013,Saudi,Semi Full,Automatic,215000,Riyadh,28000
Lexus,IS,2005,Saudi,Full,Automatic,400000,Jeddah,50000
Toyota,Innova,2015,Saudi,Semi Full,Automatic,270000,Qassim,0
GMC,Yukon,2012,Saudi,Standard,Automatic,235000,Tabouk,67000
Toyota,Land Cruiser,2013,Gulf Arabic,Full,Automatic,250,Hail,0
Toyota,Yaris,2018,Saudi,Standard,Automatic,76000,Hafar Al-Batin,37500
Toyota,Land Cruiser,2003,Saudi,Full,Automatic,294000,Tabouk,0
Nissan,Patrol,2015,Saudi,Semi Full,Automatic,175000,Dammam,0
Ford,Mustang,2004,Other,Full,Manual,172,Jeddah,35000
INFINITI,G,2007,Gulf Arabic,Full,Automatic,210000,Jeddah,0
Honda,Accord,2017,Saudi,Semi Full,Automatic,95000,Jeddah,78000
Toyota,Hilux,2012,Saudi,Full,Manual,219520,Wadi Dawasir,0
Chevrolet,Tahoe,2013,Saudi,Semi Full,Automatic,200000,Riyadh,57000
Nissan,Patrol,2007,Saudi,Standard,Manual,450,Riyadh,0
Toyota,Ciocca,2012,Saudi,Semi Full,Automatic,250000,Besha,0
Toyota,Land Cruiser,2003,Saudi,Semi Full,Automatic,397000,Khobar,34000
Hyundai,Azera,2012,Saudi,Semi Full,Automatic,380000,Aseer,24000
Hyundai,Sonata,2012,Saudi,Full,Automatic,221000,Riyadh,30000
GMC,Yukon,2009,Saudi,Semi Full,Automatic,250,Aseer,0
Hyundai,Tucson,2017,Saudi,Standard,Automatic,120000,Jeddah,65000
GMC,Terrain,2017,Other,Full,Automatic,78000,Taef,55000
Chevrolet,Caprice,2008,Saudi,Semi Full,Automatic,255000,Dammam,25000
Toyota,Corolla,2017,Other,Semi Full,Automatic,75000,Jeddah,55000
MG,6,2014,Gulf Arabic,Full,Automatic,79000,Riyadh,23000
Toyota,Camry,2005,Saudi,Full,Manual,683,Aseer,0
Kia,Cerato,2016,Saudi,Semi Full,Automatic,12100,Qassim,30000
Ford,Edge,2013,Saudi,Standard,Automatic,175,Riyadh,0
Mercedes,E,2017,Saudi,Full,Automatic,147,Riyadh,142000
Toyota,Camry,2019,Saudi,Standard,Automatic,62000,Jeddah,1595
Fiat,500,2017,Gulf Arabic,Full,Automatic,74000,Dammam,48000
Ford,Expedition,2015,Saudi,Semi Full,Automatic,1330000,Riyadh,0
Toyota,Camry,2016,Saudi,Standard,Automatic,17000,Riyadh,35000
Lexus,LX,2014,Other,Full,Automatic,305,Taef,0
GMC,Yukon,2005,Other,Full,Automatic,30000,Taef,0
Land Rover,Range Rover,2018,Other,Full,Automatic,50000,Riyadh,290000
Mercedes,GLE,2020,Saudi,Full,Automatic,13000,Dammam,375000
MG,GS,2020,Saudi,Semi Full,Automatic,11000,Riyadh,51000
Land Rover,Range Rover,2011,Saudi,Full,Automatic,196000,Jeddah,55000
MG,RX8,2020,Saudi,Full,Automatic,23000,Al-Baha,98000
Toyota,Hilux,2015,Saudi,Full,Manual,338,Riyadh,0
Toyota,Land Cruiser Pickup,2019,Saudi,Full,Manual,70000,Riyadh,0
Genesis,Prestige,2009,Other,Semi Full,Automatic,170,Jeddah,0
Hyundai,Sonata,2013,Saudi,Full,Automatic,286000,Dammam,0
Toyota,Land Cruiser 70,2019,Gulf Arabic,Semi Full,Manual,130000,Riyadh,0
Nissan,Patrol,2014,Saudi,Full,Automatic,208,Dammam,0
Hyundai,Sonata,2020,Saudi,Standard,Automatic,9000,Riyadh,73000
Honda,CRV,2013,Saudi,Full,Automatic,167000,Jeddah,45000
Toyota,Land Cruiser Pickup,2019,Saudi,Full,Manual,36000,Najran,0
Daihatsu,Delta,2013,Saudi,Standard,Manual,157000,Jeddah,32000
Toyota,Land Cruiser 70,2015,Saudi,Semi Full,Manual,360538,Riyadh,80000
Toyota,Prado,2017,Saudi,Semi Full,Automatic,138000,Riyadh,132000
Ford,Expedition,2014,Gulf Arabic,Semi Full,Automatic,132000,Riyadh,45000
